UNITID,CREDITS1,CREDITS3,SLO8,STUSRV2,STUSRV3,LIBRES1,TUITPL1,TUITPL3,ATHASSOC
132408,1,1,1,1,1,1,0,0,2
132471,1,1,0,1,1,1,0,1,1
132602,1,1,1,1,0,1,0,1,1
132657,1,1,1,1,1,1,0,1,1
132675,1,0,-2,1,1,1,0,1,-2
132693,1,1,1,1,1,1,0,1,1
132709,1,1,1,1,1,1,0,0,1
132842,1,1,1,1,1,1,0,1,2
132851,1,1,1,1,1,1,0,1,1
132879,1,1,1,1,1,1,0,1,1
132903,1,1,1,1,1,1,0,1,1
132976,1,0,-2,1,1,0,0,1,-2
133021,1,1,1,1,0,1,0,0,1
133155,1,0,-2,1,0,1,0,0,-2
133386,1,1,1,1,1,1,0,1,1
133465,0,1,0,1,1,1,0,1,2
133492,1,1,0,1,1,1,0,1,1
133508,1,1,1,1,1,1,0,1,1
133526,1,1,0,1,1,1,0,0,1
133553,1,1,0,1,1,1,0,1,1
133650,1,1,1,1,1,1,0,0,1
133669,1,1,1,1,1,1,0,1,1
133702,1,1,1,1,1,1,0,1,1
133711,1,1,1,1,1,1,0,1,1
133809,1,1,1,1,1,1,0,1,1
133845,0,0,0,1,1,1,0,1,2
133854,0,0,0,1,1,1,0,1,2
133863,0,0,0,1,1,1,0,1,2
133872,1,1,0,1,1,1,0,1,2
133881,1,1,1,1,1,1,0,1,1
133942,0,0,-2,1,0,1,0,1,-2
133951,1,1,1,1,1,1,0,1,1
133960,1,1,0,1,1,1,0,1,1
133979,1,1,1,1,1,1,0,1,1
133997,0,0,0,1,1,1,0,1,2
134024,0,0,-2,1,0,1,0,1,-2
134079,1,1,1,1,1,1,0,1,1
134097,1,1,1,1,1,1,0,1,1
134130,1,1,1,1,1,1,0,0,1
134228,0,0,-2,0,0,0,0,1,-2
134237,1,1,0,1,0,1,0,1,1
134291,1,0,-2,1,1,0,0,1,-2
134307,0,0,-2,1,1,1,0,0,-2
134343,1,1,1,1,1,1,0,0,1
134422,0,0,0,1,1,1,0,1,2
134495,1,1,1,1,1,1,0,1,1
134510,1,1,0,0,0,1,0,1,2
134529,0,0,-2,1,1,0,0,1,-2
134574,0,0,-2,1,1,0,0,1,-2
134608,1,1,1,1,1,1,0,1,1
134714,0,0,-2,1,0,1,0,1,-2
134811,0,1,0,1,1,1,0,1,2
134945,1,1,1,1,1,1,0,1,1
135081,1,1,0,1,1,1,0,0,1
135142,0,0,-2,1,0,1,0,1,-2
135160,1,1,1,1,1,1,0,1,1
135179,0,0,-2,1,0,0,0,1,-2
135188,1,1,0,1,1,1,0,1,1
135267,0,0,-2,1,1,0,0,0,-2
135276,1,0,-2,1,1,0,0,0,-2
135294,0,0,-2,1,1,1,0,1,-2
135337,0,0,-2,1,0,1,0,1,-2
135364,0,0,0,1,1,1,0,1,2
135391,1,1,1,1,1,1,0,1,1
135407,1,1,-2,1,1,1,0,1,-2
135522,1,0,-2,1,1,1,1,0,-2
135559,0,0,-2,1,1,0,0,1,-2
135610,1,1,1,1,1,0,0,1,2
135647,0,1,-2,1,1,1,0,1,-2
135717,1,1,1,1,1,1,0,1,1
135726,1,1,1,1,1,1,0,1,1
135735,1,0,-2,1,0,0,0,1,-2
136109,0,0,-2,1,0,1,1,1,-2
136145,1,1,0,1,1,1,0,1,2
136172,1,1,1,1,1,1,0,1,1
136215,1,1,1,1,1,1,0,1,1
136233,1,1,1,1,1,1,0,1,1
136303,0,0,-2,1,1,0,0,1,-2
136330,1,1,1,1,1,1,0,1,1
136358,1,1,1,1,1,1,0,1,1
136400,1,1,0,1,1,1,0,1,1
136473,1,1,0,1,1,1,0,1,1
136491,1,0,-2,1,1,0,0,0,-2
136516,1,1,1,1,1,1,0,1,1
136659,0,0,-2,1,1,1,0,0,-2
136701,0,0,0,1,0,1,0,0,2
136765,1,0,-2,1,0,0,0,0,-2
136774,1,1,0,1,1,1,0,1,2
136826,0,0,-2,1,0,1,0,1,-2
136950,1,1,1,1,1,1,0,1,1
137023,1,0,-2,1,1,0,0,1,-2
137032,1,1,1,1,1,1,0,1,1
137078,1,1,1,1,1,1,0,1,1
137087,1,0,-2,1,1,1,0,0,-2
137096,1,1,1,1,1,1,0,1,1
137120,1,0,-2,1,1,1,0,1,-2
137209,1,1,1,1,1,1,0,1,1
137245,0,0,-2,1,0,1,0,1,-2
137272,1,1,0,0,0,1,0,0,2
137281,1,1,1,1,1,1,0,1,1
137315,1,1,0,1,1,1,0,1,1
137351,1,1,1,1,1,1,0,0,1
137476,1,1,0,1,1,1,0,1,1
137546,1,1,1,1,1,1,0,1,1
137564,1,1,1,1,1,1,0,1,1
137591,0,0,-2,1,0,0,0,1,-2
137713,1,0,-2,1,1,1,0,0,-2
137759,1,1,0,1,1,1,0,1,1
137777,1,0,0,1,1,1,0,1,2
137801,0,0,0,1,1,1,0,1,2
137847,1,1,1,1,1,1,0,1,1
137856,1,0,-2,1,1,0,0,0,-2
137865,1,0,-2,1,1,1,0,0,-2
137953,1,1,0,1,1,1,0,1,1
137962,1,1,0,1,0,1,0,1,1
138187,1,1,0,1,1,1,0,1,2
138275,1,1,1,1,1,1,0,1,1
138284,1,0,-2,1,1,0,0,0,-2
138293,1,1,0,1,0,1,0,1,1
138309,1,1,0,1,1,0,0,1,2
138354,1,1,1,1,1,1,0,1,1
138372,1,0,-2,1,1,0,0,1,-2
138479,0,0,-2,1,0,1,0,1,-2
138488,1,0,-2,1,1,0,0,1,-2
138497,1,0,-2,1,1,1,0,0,-2
138558,1,1,1,1,0,1,0,1,1
138600,1,1,0,1,1,1,0,1,1
138655,0,0,0,1,1,1,0,0,2
138664,0,0,0,1,1,1,0,0,2
138682,1,1,0,1,1,1,0,1,1
138716,1,1,1,1,1,1,0,1,1
138761,1,1,0,1,1,1,0,1,1
138813,0,1,0,1,1,1,0,1,2
138822,0,0,-2,1,1,1,0,1,-2
138840,1,1,0,1,1,1,0,1,2
138868,1,1,1,1,1,1,0,1,1
138901,1,1,0,1,0,1,0,0,2
138929,0,0,0,1,1,1,0,1,2
138938,0,0,-2,1,1,1,0,1,-2
138947,1,1,1,1,1,1,0,1,1
138956,1,1,0,1,1,1,0,1,2
139144,1,1,1,1,1,1,0,1,1
139153,0,1,0,1,0,1,0,1,2
139199,1,1,1,1,1,1,0,1,1
139205,1,1,1,1,1,1,0,1,1
139214,0,0,0,1,1,1,1,1,2
139250,1,1,1,1,1,1,0,0,1
139278,1,1,0,1,1,1,0,1,2
139311,1,1,1,1,1,1,0,0,1
139348,0,0,0,1,1,1,0,0,2
139357,1,1,0,1,1,1,0,0,2
139366,1,1,1,1,1,1,0,0,1
139384,1,1,0,1,1,1,0,1,2
139393,1,1,1,1,1,1,0,1,1
139463,1,1,1,1,1,1,0,1,1
139506,0,0,-2,0,0,0,0,0,-2
139579,0,1,0,1,1,1,0,1,2
139621,1,1,0,1,1,1,0,0,1
139630,1,1,1,1,0,1,0,1,1
139658,1,1,0,1,1,1,0,1,1
139700,1,1,0,1,1,1,0,1,1
139719,1,1,1,1,1,1,0,1,1
139746,0,0,-2,0,0,0,1,0,-2
139755,1,1,0,1,1,1,0,1,1
139764,1,1,1,1,0,1,0,0,1
139861,1,1,1,1,1,1,0,1,1
139931,1,1,1,1,1,1,0,1,1
139940,1,1,1,1,1,1,0,1,1
139959,1,1,1,1,1,1,0,1,1
139968,1,1,1,1,1,1,0,1,1
139986,1,1,0,1,1,1,0,1,1
139995,0,1,0,1,0,1,1,1,2
140003,0,0,0,1,1,1,0,1,2
140012,1,1,0,1,1,1,0,1,2
140146,0,0,0,1,0,0,0,1,2
140234,1,1,1,1,1,1,0,1,1
140243,1,1,0,1,1,1,0,0,2
140252,1,1,0,1,1,1,0,1,1
140331,1,1,0,1,1,1,0,1,2
140340,1,1,0,1,1,1,0,1,2
140447,1,1,1,1,1,1,0,1,1
140553,1,1,1,1,1,1,0,1,1
140562,0,0,0,1,0,1,0,0,2
140678,1,1,0,1,1,1,0,1,2
140696,1,1,0,1,1,1,0,1,1
140720,1,1,1,1,1,1,0,1,2
140818,1,1,1,1,1,1,0,1,1
140827,0,1,-2,1,0,0,1,1,-2
140872,1,1,1,1,1,1,0,1,1
140942,1,1,0,1,1,1,0,1,2
140951,1,1,0,1,1,1,0,1,1
140960,0,1,1,1,1,1,0,1,1
140988,1,1,1,1,1,1,0,1,1
141006,1,1,0,1,1,1,0,1,1
141015,0,1,-2,1,1,0,0,1,-2
141060,1,1,1,1,1,1,0,1,2
141167,1,1,1,1,0,1,0,0,1
141185,1,1,1,1,1,1,0,1,1
141237,1,1,0,1,0,1,0,1,1
141255,1,1,1,1,1,1,0,1,2
141264,1,1,1,1,1,1,0,0,1
141325,1,1,1,1,1,1,0,1,1
141334,1,1,1,1,1,1,0,1,1
141361,1,1,1,1,1,1,0,1,1
141486,1,1,1,1,1,1,0,1,1
141565,1,1,1,1,1,1,0,1,1
141574,1,1,1,1,1,1,0,1,1
141608,0,0,-2,1,0,1,0,1,-2
141644,1,1,1,1,1,1,0,1,1
141680,1,1,0,1,1,1,0,1,2
141796,1,1,1,1,1,1,0,1,2
141802,1,1,0,1,1,1,0,1,2
141811,1,1,1,1,1,1,0,1,2
141839,1,1,0,1,1,1,0,1,2
141963,-2,-2,-2,-2,-2,-2,-2,-2,-2
141981,1,1,1,1,1,1,0,1,2
141990,1,1,0,1,1,1,0,1,2
142054,0,0,0,1,0,1,0,1,2
142090,1,1,0,1,1,1,0,1,2
142115,1,1,1,1,1,1,0,1,1
142179,1,1,0,1,1,1,0,1,2
142276,1,1,1,1,1,1,1,1,1
142285,1,1,1,1,1,1,0,1,1
142294,1,1,1,1,1,1,0,1,1
142328,1,1,1,1,1,1,0,1,1
142407,0,0,-2,1,0,0,0,1,-2
142416,0,0,-2,0,0,0,0,0,-2
142443,1,1,0,1,1,1,0,1,1
142461,1,1,1,1,1,1,0,1,1
142489,0,0,-2,1,0,0,0,1,-2
142522,1,1,1,1,1,1,0,0,2
142559,1,1,1,1,1,1,0,1,1
142832,0,0,0,1,1,1,0,1,2
142887,1,1,0,1,1,1,0,1,2
142957,0,1,0,1,0,1,0,1,2
143048,1,1,1,1,1,1,0,1,2
143084,1,1,1,1,1,1,0,1,1
143118,1,1,1,1,1,1,0,1,1
143181,0,0,-2,1,1,0,0,1,-2
143215,1,1,0,1,1,1,0,1,1
143233,0,0,0,1,1,1,0,1,2
143279,1,1,0,1,1,1,0,1,1
143288,1,1,1,1,1,1,0,1,1
143297,1,1,0,1,1,1,0,1,2
143303,0,0,-2,1,1,0,0,0,-2
143358,1,1,1,1,1,1,0,1,1
143376,0,0,-2,1,0,1,1,1,-2
143464,0,0,-2,1,0,0,0,1,-2
143473,0,0,-2,1,0,0,0,1,-2
143482,0,0,-2,1,0,0,0,1,-2
143491,0,0,-2,1,0,0,0,1,-2
143543,0,0,-2,1,1,0,0,1,-2
143552,0,0,-2,1,1,0,0,1,-2
143613,1,1,0,1,1,1,0,1,1
143659,0,0,0,1,1,1,0,1,2
143853,0,0,0,1,1,1,0,1,2
143978,1,1,0,1,1,1,0,1,2
144005,1,1,1,1,1,1,1,1,1
144014,0,0,0,1,1,1,0,0,2
144050,1,1,1,1,1,1,0,1,1
144157,1,1,0,1,1,1,0,1,1
144166,1,1,0,1,1,1,0,1,1
144175,1,1,0,1,1,1,0,1,1
144184,1,1,0,1,1,1,0,1,1
144193,1,1,0,1,1,1,0,1,1
144209,1,1,0,1,1,1,0,1,2
144218,1,1,0,1,1,1,0,1,1
144281,1,1,0,1,1,1,0,1,2
144351,1,1,1,1,1,1,0,1,1
144485,0,0,0,1,1,1,0,1,2
144500,-2,-2,-2,-2,-2,-2,-2,-2,-2
144564,1,1,0,1,1,1,0,1,1
144573,0,0,-2,1,1,0,0,1,-2
144740,0,1,1,1,1,1,0,1,1
144777,-2,-2,-2,-2,-2,-2,-2,-2,-2
144795,0,0,-2,1,1,1,0,1,-2
144865,1,1,1,1,1,1,0,1,1
144883,0,1,0,1,1,1,0,1,2
144892,1,1,1,1,1,1,1,1,1
144944,1,1,0,1,1,1,0,1,1
144962,1,1,1,1,1,1,0,1,1
144971,1,1,1,1,1,1,1,1,1
145099,0,0,-2,1,0,0,0,1,-2
145239,0,0,0,1,1,1,0,1,2
145275,0,0,0,1,1,1,0,0,2
145309,0,0,-2,1,0,0,0,0,-2
145336,1,1,1,1,1,1,1,1,1
145354,1,1,-2,1,1,1,0,1,-2
145372,1,1,1,1,1,1,0,1,1
145406,0,0,-2,1,1,0,0,1,-2
145424,0,0,-2,1,0,1,0,1,-2
145433,0,0,-2,1,0,1,0,1,-2
145497,1,1,1,1,1,1,0,1,2
145521,1,1,0,1,1,1,0,1,1
145558,0,0,0,1,0,1,1,1,2
145600,1,1,1,1,1,1,1,1,1
145619,1,1,1,1,1,1,0,1,1
145628,0,0,0,1,1,1,0,1,2
145637,1,1,1,1,1,1,1,1,1
145646,0,1,1,1,1,1,0,1,1
145682,1,1,0,1,1,1,0,1,1
145691,1,1,1,1,1,1,0,1,1
145707,1,1,0,1,1,1,0,1,1
145725,1,1,1,1,1,1,0,1,1
145813,1,1,1,1,1,1,1,1,1
145831,1,1,0,1,1,1,0,1,1
145886,0,0,0,1,0,0,0,1,2
146205,1,1,0,1,1,1,0,1,1
146278,1,1,0,1,1,1,0,1,1
146296,1,1,0,1,1,1,0,1,1
146339,1,1,1,1,1,1,0,1,1
146348,1,1,0,1,1,1,0,1,1
146366,1,1,0,1,1,1,0,1,1
146418,1,1,0,1,1,1,0,1,1
146427,1,1,1,1,1,1,0,1,1
146454,0,0,-2,1,1,0,0,1,-2
146472,1,1,0,1,1,1,0,1,1
146481,1,1,1,1,1,1,0,1,1
146490,0,0,0,1,0,0,0,1,2
146506,1,1,0,1,1,1,0,1,1
146533,1,1,0,1,0,0,0,1,2
146603,1,1,0,1,1,1,0,1,1
146612,1,1,1,1,1,1,0,1,1
146667,1,1,0,1,1,1,0,1,1
146676,1,1,0,1,1,1,0,1,1
146685,1,1,1,1,1,1,0,1,1
146700,0,0,0,1,1,1,1,1,2
146719,1,1,1,1,1,1,0,1,1
146728,0,0,0,1,1,1,0,1,2
146755,0,1,0,1,1,1,0,1,2
146807,0,0,-2,1,1,0,0,1,-2
146816,0,1,0,1,0,0,0,1,2
146977,0,0,0,1,1,1,0,1,2
147004,1,1,0,1,1,1,0,1,1
147013,1,1,1,1,1,1,0,1,1
147031,0,0,0,0,0,1,0,0,2
147129,1,1,0,1,1,1,0,1,2
147244,1,1,1,1,1,1,0,1,1
147341,1,1,1,1,1,1,0,1,1
147369,1,1,0,1,1,1,0,1,1
147378,1,1,0,1,1,1,0,1,1
147396,1,1,0,1,1,0,0,1,2
147411,1,1,0,1,1,1,0,1,1
147536,1,1,1,1,1,1,0,1,2
147590,0,0,0,1,0,1,0,1,2
147642,0,0,-2,0,0,0,0,1,-2
147660,1,1,1,1,1,1,0,1,1
147679,1,1,1,1,1,1,0,1,1
147697,0,0,0,0,0,1,0,1,2
147703,0,1,1,1,1,1,1,1,1
147767,0,1,1,1,1,1,0,1,1
147776,1,1,1,1,1,1,1,0,2
147800,1,1,0,1,1,1,0,1,1
147819,0,0,-2,1,0,0,0,1,-2
147828,1,1,1,1,1,1,0,1,1
147916,1,1,0,1,1,1,0,1,1
148007,1,1,0,1,1,1,0,1,1
148016,1,1,0,1,1,1,0,1,1
148098,0,0,-2,1,1,0,0,1,-2
148131,1,1,1,1,1,1,0,1,1
148256,1,1,0,1,1,1,0,1,1
148292,1,1,0,1,1,1,0,1,2
148380,1,1,0,1,1,1,0,1,1
148405,1,1,1,1,1,1,0,1,1
148487,1,1,1,1,1,1,0,1,1
148496,1,1,1,1,1,1,0,1,1
148511,0,0,0,1,0,1,0,1,2
148575,0,1,0,1,0,1,0,1,2
148584,1,1,1,1,1,1,0,1,1
148593,1,1,0,1,0,1,1,1,2
148627,1,1,1,1,1,1,0,1,1
148654,1,1,1,1,1,1,1,1,1
148672,1,1,0,1,1,1,0,1,1
148821,1,1,0,1,1,1,0,1,1
148876,1,0,0,1,1,1,0,1,2
148885,0,0,0,0,0,1,0,1,2
148937,1,1,0,1,0,1,0,1,1
148955,0,0,-2,1,1,1,0,1,-2
148982,0,0,0,1,0,1,0,1,2
148991,1,1,0,1,1,1,0,1,1
149028,1,1,0,1,0,1,0,1,2
149204,0,0,-2,1,1,0,0,1,-2
149222,1,1,1,1,1,1,1,1,1
149231,1,1,1,1,1,1,1,1,1
149240,-2,-2,-2,-2,-2,-2,-2,-2,-2
149310,0,0,0,1,1,1,0,1,2
149329,0,0,0,1,0,1,0,1,2
149365,1,1,1,1,1,1,0,1,1
149499,0,0,-2,1,0,1,0,1,-2
149505,1,1,1,1,1,1,0,1,1
149514,1,1,1,1,1,1,0,1,1
149532,1,1,0,1,1,1,0,1,1
149550,0,0,-2,1,1,0,0,1,-2
149587,-2,-2,-2,-2,-2,-2,-2,-2,-2
149639,0,1,1,1,1,1,0,1,2
149727,1,1,0,1,1,1,0,1,1
149763,0,1,0,1,1,1,0,1,2
149772,1,1,1,1,1,1,1,1,1
149781,1,1,1,1,1,1,0,1,1
149842,1,1,1,1,1,1,0,1,1
150048,1,1,0,1,1,1,0,0,1
150066,1,1,1,1,1,1,0,1,1
150136,1,1,1,1,1,1,0,1,1
150145,1,1,1,1,1,1,0,1,1
150163,1,1,1,1,1,1,0,1,1
150172,1,1,1,1,1,1,0,0,1
150215,0,0,0,0,0,1,0,1,2
150251,0,0,0,1,1,0,1,1,2
150288,0,0,0,0,0,1,0,1,2
150303,0,0,-2,1,1,0,0,1,-2
150400,1,1,0,1,1,1,0,1,1
150428,0,0,-2,1,1,0,0,1,-2
150455,1,1,1,1,1,1,0,1,1
150534,1,1,1,1,1,1,0,1,1
150604,1,1,0,1,1,1,0,1,1
150668,1,1,1,1,1,1,0,1,1
150677,1,1,1,1,1,1,1,1,1
150756,1,1,1,1,1,1,0,1,1
150765,0,0,-2,1,0,0,0,1,-2
150774,1,1,1,1,1,1,0,1,1
150853,0,0,-2,1,0,0,0,1,-2
150941,1,1,1,1,1,1,0,1,1
150987,1,1,0,1,1,1,0,1,2
151102,1,1,1,1,1,1,0,1,1
151111,1,1,1,1,1,1,0,1,1
151263,1,1,1,1,1,1,0,1,1
151290,1,1,0,1,1,1,1,1,1
151306,1,1,1,1,1,1,0,1,1
151324,1,1,1,1,1,1,0,1,1
151333,1,1,1,1,1,1,0,1,1
151342,1,1,1,1,1,1,0,1,1
151351,1,1,1,1,1,1,0,1,1
151360,1,1,1,1,1,1,0,1,1
151379,1,1,1,1,1,1,0,1,1
151388,1,1,1,1,1,1,0,1,1
151467,0,0,0,1,1,1,1,0,2
151564,1,0,-2,0,0,1,0,1,-2
151607,0,0,-2,1,1,0,0,1,-2
151652,0,0,-2,1,1,0,0,1,-2
151661,0,0,0,1,1,1,1,1,2
151777,1,1,1,1,1,1,0,1,1
151786,1,1,1,1,1,1,0,1,1
151801,1,1,1,1,1,1,0,1,1
151810,0,0,0,1,1,0,0,1,2
151865,0,0,0,1,1,1,0,1,2
151962,0,1,0,1,1,1,1,1,2
152044,0,0,-2,1,0,0,0,1,-2
152080,0,1,1,1,1,1,0,1,1
152099,1,1,1,1,1,1,0,1,1
152150,0,0,-2,1,1,0,0,1,-2
152275,0,0,-2,1,0,0,0,1,-2
152309,0,0,-2,1,1,0,0,1,-2
152318,1,1,0,1,1,1,0,1,1
152336,1,1,1,1,1,1,0,1,1
152381,1,1,1,1,1,1,1,1,1
152390,1,1,1,1,1,1,0,1,1
152451,0,0,0,0,1,1,0,1,2
152497,1,1,-2,1,0,1,0,1,-2
152530,1,1,1,1,1,1,0,1,1
152567,1,1,1,1,1,1,0,1,1
152600,1,1,1,1,1,1,0,1,1
152628,1,0,-2,1,0,1,0,1,-2
152637,1,1,1,1,1,1,0,1,1
152673,1,1,1,1,1,1,0,1,1
152798,1,1,0,1,1,1,0,1,2
152992,1,1,1,1,1,1,0,1,1
153001,1,1,1,1,1,1,0,1,1
153074,0,0,-2,1,0,1,0,1,-2
153083,0,0,-2,1,0,1,0,1,-2
153108,1,1,1,1,1,1,0,1,1
153126,1,1,1,1,1,1,0,1,1
153144,1,1,1,1,1,1,0,1,1
153162,1,1,1,1,0,1,0,1,1
153214,1,1,0,1,1,1,0,1,1
153241,0,1,0,1,0,1,0,1,2
153250,1,1,1,1,1,1,0,1,1
153269,1,1,1,1,1,1,1,1,1
153278,1,1,1,1,1,1,0,1,1
153296,1,1,0,1,0,1,0,0,1
153302,1,1,1,1,1,1,0,1,1
153311,1,1,0,1,1,1,0,1,1
153320,1,1,1,1,1,1,0,1,1
153339,1,0,-2,1,0,0,0,1,-2
153366,1,1,1,1,1,1,0,1,1
153375,1,1,1,1,1,1,0,1,1
153384,0,1,1,1,1,1,0,1,1
153427,1,0,0,1,1,1,1,1,2
153445,1,1,0,1,1,1,0,1,1
153463,0,0,-2,1,0,0,0,1,-2
153472,1,1,0,1,1,1,0,1,1
153524,1,1,1,1,1,1,0,1,1
153533,1,1,0,1,1,1,0,0,1
153542,1,0,-2,1,1,1,0,0,-2
153597,0,0,-2,1,0,1,0,1,-2
153603,1,1,1,1,1,1,0,1,1
153621,1,1,1,1,1,1,0,1,1
153630,1,1,0,1,0,1,0,1,1
153658,1,1,1,1,1,1,0,1,1
153737,1,1,0,1,1,1,0,1,1
153746,0,0,-2,1,1,0,0,1,-2
153764,0,0,-2,1,1,0,0,1,-2
153773,0,0,-2,1,0,1,0,1,-2
153782,0,0,-2,1,1,0,0,1,-2
153825,1,1,1,1,1,1,0,1,1
153834,1,1,1,1,1,1,0,1,1
153861,1,1,0,1,1,1,0,1,2
153922,1,1,0,1,0,1,0,0,1
153977,1,1,0,1,1,1,0,1,2
154004,1,1,1,1,1,1,0,1,1
154013,1,1,1,1,1,1,0,1,1
154022,1,1,0,1,1,0,0,1,2
154059,1,1,0,1,1,1,0,1,1
154095,1,1,1,1,1,1,0,1,1
154101,1,1,1,1,1,1,0,1,1
154110,1,1,0,1,1,1,0,1,2
154129,1,1,0,1,1,1,0,1,2
154156,0,0,0,1,0,1,0,0,2
154165,0,0,-2,1,0,0,0,1,-2
154174,1,1,0,1,1,1,0,1,2
154208,0,0,-2,0,1,0,0,1,-2
154235,1,1,1,1,1,1,0,1,1
154262,1,1,0,1,1,1,0,1,2
154332,0,0,-2,1,1,0,0,1,-2
154341,0,0,-2,1,1,0,0,1,-2
154350,1,1,1,1,1,1,0,1,1
154378,1,1,0,1,1,1,0,1,1
154396,1,1,0,1,1,1,0,1,1
154448,0,0,-2,0,0,1,0,1,-2
154457,0,0,-2,1,0,0,0,1,-2
154466,0,0,-2,0,0,0,0,1,-2
154493,1,1,1,1,1,1,0,1,1
154518,1,1,1,1,0,1,0,1,1
154527,1,1,1,1,1,1,0,1,1
154536,0,0,0,1,1,1,0,0,2
154545,0,0,-2,0,0,1,0,1,-2
154572,1,1,0,1,1,1,0,1,2
154590,1,1,1,1,1,1,0,1,1
154642,1,1,0,1,1,1,0,1,1
154688,1,1,1,1,1,1,0,0,1
154697,1,1,0,1,1,1,0,1,1
154712,1,1,1,1,1,1,0,1,1
154721,1,1,1,1,1,1,0,1,1
154749,1,1,1,1,1,1,0,1,1
154800,1,1,0,1,1,1,0,1,1
154855,1,1,1,1,1,1,0,1,1
154907,1,1,0,1,1,1,0,1,1
154925,1,1,0,1,1,1,0,1,1
154934,1,1,0,1,1,1,0,1,1
154952,1,1,0,1,1,1,0,1,1
154998,1,1,0,1,1,1,0,1,1
155007,1,1,0,1,1,1,0,1,2
155025,1,1,1,1,1,1,0,1,1
155052,1,1,0,1,1,1,0,1,2
155061,1,1,1,1,1,1,0,1,1
155070,1,1,1,1,1,1,0,1,1
155089,1,1,1,1,1,1,0,1,1
155098,1,1,0,1,1,1,0,1,1
155104,1,1,0,1,1,1,0,1,1
155140,1,0,1,1,1,1,0,0,1
155159,0,0,-2,1,0,0,0,1,-2
155177,1,1,0,1,1,1,0,1,1
155186,1,1,0,1,1,1,0,1,1
155195,1,1,0,1,1,1,0,1,1
155201,1,1,0,1,0,1,0,1,1
155210,1,1,0,1,1,1,0,1,1
155283,0,0,0,1,1,1,0,1,2
155292,1,1,0,1,1,1,0,1,1
155308,1,1,0,1,1,1,0,1,1
155317,1,1,1,1,1,1,0,1,1
155335,1,1,1,1,1,1,0,1,1
155353,0,0,-2,1,0,1,0,1,-2
155399,1,1,1,1,1,1,0,1,1
155414,1,1,1,1,1,1,0,1,1
155423,0,0,-2,1,0,0,0,1,-2
155450,1,1,0,1,1,1,0,1,1
155487,1,1,0,1,1,1,0,1,2
155496,1,1,0,1,1,1,0,1,1
155511,1,1,1,1,1,1,0,1,1
155520,1,1,1,1,1,1,0,1,1
155566,1,1,0,1,1,1,0,1,1
155593,1,1,0,1,1,1,0,0,2
155618,1,1,0,1,1,1,0,1,1
155627,1,1,1,1,1,1,0,1,1
155636,1,1,1,1,0,0,0,0,2
155681,1,1,1,1,1,1,0,1,1
155715,1,1,0,1,1,1,0,1,1
155812,1,1,1,1,1,1,0,1,1
155830,1,1,0,1,1,0,0,1,2
155858,1,1,0,1,1,1,0,1,1
155900,1,1,1,1,1,1,0,1,1
155937,1,1,1,1,1,1,0,1,1
155973,1,1,1,1,1,1,0,1,1
156082,1,1,1,1,1,1,0,1,1
156107,1,1,0,1,1,1,0,1,2
156125,1,1,1,1,1,1,0,1,1
156134,0,0,0,1,1,1,1,1,2
156189,1,1,1,1,1,1,0,0,1
156213,1,1,1,1,1,1,0,1,1
156222,0,1,0,1,1,1,0,1,2
156231,1,1,0,1,0,1,0,1,2
156277,0,0,-2,1,0,0,0,1,-2
156286,1,1,1,1,1,1,0,1,1
156295,1,1,1,1,1,1,0,0,1
156310,0,0,-2,1,1,1,0,1,-2
156338,1,1,0,1,1,1,0,1,2
156356,1,1,1,1,1,1,0,1,1
156365,1,1,1,1,1,1,0,1,1
156392,1,1,0,1,1,1,0,1,2
156408,0,1,0,1,1,1,0,1,1
156417,1,1,0,1,1,1,0,1,2
156426,0,0,-2,1,0,1,0,1,-2
156471,0,1,0,1,1,1,0,1,2
156541,1,1,1,1,0,1,0,1,1
156620,1,1,1,1,1,1,0,1,1
156648,1,1,0,1,1,1,0,1,2
156727,0,0,0,1,0,1,0,0,2
156745,1,1,1,1,1,1,0,1,1
156754,0,0,-2,1,0,1,0,1,-2
156790,1,1,0,1,1,1,0,1,2
156842,0,0,-2,1,0,0,0,1,-2
156851,1,1,0,1,1,1,0,1,2
156860,1,1,0,1,1,1,0,1,2
156921,1,1,0,1,1,1,0,1,2
156967,0,0,-2,0,1,0,0,1,-2
157021,0,1,0,1,1,1,0,0,2
157030,1,1,1,1,1,1,0,1,2
157058,1,1,1,1,1,1,1,1,1
157076,1,1,1,1,1,1,0,1,1
157085,1,1,1,1,1,1,0,1,1
157100,1,1,1,1,1,1,0,1,1
157207,0,0,0,1,1,1,0,1,2
157216,1,1,1,1,1,1,0,1,1
157289,1,1,1,1,1,1,0,1,1
157298,0,0,0,1,1,1,0,0,2
157304,1,1,0,1,1,1,0,1,2
157331,1,1,0,1,1,1,0,1,2
157377,1,1,1,1,1,1,0,1,1
157386,1,1,1,1,1,1,0,1,1
157401,1,1,1,1,1,1,0,1,1
157438,1,1,0,1,1,1,0,1,2
157447,1,1,1,1,1,1,0,1,1
157483,1,1,0,1,1,1,0,1,2
157535,1,1,1,1,1,1,0,1,1
157553,1,1,0,1,1,1,0,1,2
157614,0,0,-2,1,1,0,0,1,-2
157650,0,0,-2,1,1,0,0,1,-2
157669,0,0,-2,1,1,0,0,1,-2
157678,0,0,-2,1,1,0,0,1,-2
157711,1,1,0,1,1,1,0,1,2
