UNITID,CNTLAFFI,SLO6,DISTNCED,TUITVARY,ROOM,BOARD
178183,2,0,2,-2,2,3
178208,4,0,2,2,1,1
178217,1,0,2,1,1,1
178244,4,1,2,2,1,1
178341,1,1,2,1,1,2
178369,4,1,2,2,1,1
178387,1,1,2,1,1,1
178396,1,1,2,1,1,2
178402,1,1,2,1,1,1
178411,1,1,2,1,1,2
178420,1,1,2,1,1,2
178439,1,-2,-2,-2,-2,-2
178448,1,1,2,1,1,1
178518,4,1,2,2,1,3
178527,2,0,2,-2,2,3
178615,1,1,2,1,1,2
178624,1,1,2,1,1,2
178679,4,0,2,2,1,1
178697,4,0,2,2,1,1
178721,3,1,2,2,1,1
178767,2,0,2,2,2,3
178828,1,0,2,-2,2,3
178891,3,0,2,2,1,2
178989,2,1,2,2,1,3
179043,4,1,2,2,1,2
179052,1,0,2,-2,2,3
179159,4,1,2,2,1,2
179195,2,0,2,-2,2,3
179229,2,0,2,-2,2,3
179256,4,0,2,2,1,1
179265,3,0,2,2,1,2
179308,1,1,2,1,2,3
179317,4,0,2,2,2,3
179326,4,1,2,2,1,1
179344,1,1,2,1,1,1
179511,2,0,2,-2,2,3
179539,1,0,2,1,1,1
179548,3,1,2,2,1,2
179557,1,1,2,1,1,1
179566,1,1,2,1,1,2
179645,1,0,2,1,1,2
179715,1,0,2,1,1,1
179812,3,0,2,2,2,3
179867,3,1,2,2,1,2
179894,3,1,2,2,1,2
179946,4,1,2,2,1,1
179955,3,1,2,2,1,2
179964,4,1,2,2,1,1
179991,2,0,2,-2,2,3
180054,3,0,2,2,2,3
180063,2,0,2,-2,2,3
180081,1,0,2,1,1,1
180090,2,0,2,-2,2,3
180106,4,1,2,2,1,2
180151,1,0,2,1,1,2
180160,1,0,2,2,2,3
180179,1,1,2,1,1,1
180197,1,1,2,1,1,3
180203,1,0,2,2,2,3
180212,1,0,2,2,2,3
180249,1,0,2,1,2,3
180258,4,0,2,2,1,2
180276,1,1,2,1,2,3
180328,1,0,2,2,2,3
180373,1,0,2,1,1,2
180416,1,0,2,1,1,1
180461,1,1,2,1,1,2
180489,1,1,2,1,1,1
180522,1,0,2,1,1,2
180595,4,1,2,2,1,1
180647,1,0,2,1,1,3
180692,1,0,2,1,1,1
180717,4,0,2,2,1,1
180814,3,1,2,2,1,2
180832,4,0,2,2,1,3
180878,3,1,2,2,2,3
180902,1,0,2,1,1,1
180948,1,1,2,1,1,1
180957,2,0,2,-2,1,3
180984,4,1,2,2,1,1
181002,4,1,2,2,1,1
181020,3,1,2,2,1,1
181127,4,1,2,2,1,1
181145,4,0,2,2,2,3
181190,2,0,2,-2,2,3
181215,1,1,2,1,1,2
181297,4,0,2,2,1,3
181303,1,1,2,1,2,3
181312,1,0,2,1,1,1
181330,4,1,2,2,1,1
181394,1,1,2,1,1,2
181419,1,0,2,2,2,3
181428,1,0,2,1,2,3
181446,4,1,2,2,1,1
181464,1,1,2,1,1,1
181491,1,1,2,1,1,2
181534,1,0,2,2,1,2
181543,4,1,2,2,1,3
181604,4,1,2,2,1,1
181640,1,0,2,1,1,1
181738,4,1,2,2,1,2
181747,1,-2,-2,-2,-2,-2
181765,1,0,2,2,1,2
181783,1,1,2,1,1,2
181817,1,0,2,1,1,1
181853,4,1,2,2,1,1
181880,2,0,2,-2,2,3
181941,2,0,2,-2,2,3
182005,1,0,2,1,2,3
182148,2,0,2,2,2,3
182281,1,1,2,1,1,2
182290,1,1,2,1,1,2
182306,1,0,2,1,1,3
182458,3,1,2,2,1,1
182500,1,0,2,1,2,3
182519,1,-2,-2,-2,-2,-2
182564,1,0,2,1,2,3
182634,3,1,2,2,1,2
182652,2,0,2,-2,2,3
182670,3,1,2,2,1,1
182704,2,0,2,-2,2,3
182722,2,0,2,-2,2,3
182795,3,1,2,2,1,2
182829,1,0,2,1,2,3
182892,2,0,2,-2,2,3
182917,4,0,2,2,1,1
182953,2,0,2,-2,2,3
182980,3,1,2,2,1,2
182999,2,0,2,-2,2,3
183026,3,1,2,2,1,2
183035,2,0,2,-2,2,3
183044,1,1,2,1,1,1
183062,1,1,2,1,1,2
183071,1,1,2,1,1,1
183080,1,1,2,1,1,2
183099,1,0,2,1,1,2
183105,1,0,2,1,2,3
183114,1,0,2,1,2,3
183123,1,0,2,1,1,3
183132,1,0,2,1,2,3
183141,1,0,2,1,2,3
183150,1,0,2,1,2,3
183202,2,0,2,-2,2,3
183211,4,1,2,2,1,2
183239,4,1,2,2,1,2
183248,4,0,2,2,2,3
183257,1,0,2,1,2,3
183275,4,1,2,2,1,1
183327,1,-2,-2,-2,-2,-2
183488,2,1,2,2,2,3
183600,4,0,2,2,1,1
183655,1,0,2,1,2,3
183725,2,0,2,-2,2,3
183743,1,1,2,1,2,3
183789,2,1,2,2,2,3
183804,3,0,2,2,1,1
183822,4,1,2,2,1,2
183859,1,1,2,1,2,3
183877,1,1,2,1,2,3
183910,4,1,2,2,1,1
183938,1,0,2,1,2,3
183974,4,1,2,2,1,1
183983,1,0,2,-2,2,3
184056,2,0,2,-2,2,3
184092,2,0,2,-2,2,3
184180,1,1,2,1,2,3
184205,1,0,2,1,2,3
184278,2,0,2,-2,2,3
184348,4,1,2,2,1,2
184427,2,0,2,-2,2,3
184481,1,0,2,1,2,3
184506,2,0,2,-2,2,3
184603,3,1,2,2,1,2
184612,4,1,2,2,1,2
184694,3,1,2,2,1,2
184746,2,0,2,-2,2,3
184773,4,1,2,2,1,1
184782,1,1,2,1,1,2
184791,1,0,2,1,2,3
184816,2,0,2,-2,2,3
184959,2,0,2,2,2,3
184968,4,0,2,2,2,3
184995,1,0,2,1,2,3
185129,1,1,2,1,1,2
185174,2,0,2,2,1,3
185262,1,1,2,1,1,2
185396,2,0,2,-2,2,3
185466,2,0,2,-2,2,3
185509,1,1,2,1,2,3
185536,1,0,2,1,2,3
185572,3,1,2,2,1,2
185590,1,1,2,1,1,2
185679,3,0,2,1,1,3
185721,2,0,2,2,2,3
185758,4,0,2,2,2,3
185767,2,0,2,-2,2,3
185828,1,1,2,1,1,2
185873,1,1,2,1,2,3
185970,2,0,2,-2,2,3
186016,2,0,2,-2,2,3
186034,1,0,2,1,2,3
186052,2,0,2,-2,2,3
186122,4,0,2,2,1,2
186131,3,1,2,2,1,2
186186,3,0,2,2,1,1
186201,1,1,2,1,1,1
186274,2,0,2,-2,2,3
186283,3,1,2,2,1,1
186371,1,1,2,1,1,2
186380,1,1,2,1,1,2
186399,1,1,2,1,1,2
186405,4,0,2,2,2,3
186423,4,0,2,2,2,3
186432,4,1,2,2,1,2
186469,1,0,2,1,2,3
186584,4,1,2,2,1,1
186593,2,0,2,-2,2,3
186618,4,1,2,2,1,1
186645,1,0,2,1,2,3
186867,3,1,2,2,1,2
186876,1,1,2,1,1,1
186900,3,0,2,2,1,1
187000,2,0,2,2,2,3
187046,1,0,2,1,2,3
187134,1,1,2,1,1,1
187198,1,0,2,1,2,3
187444,1,1,2,1,1,2
187505,2,0,2,-2,2,3
187532,1,0,2,1,2,3
187596,1,0,2,2,1,1
187620,1,0,2,1,2,3
187639,1,0,2,1,2,3
187648,1,1,2,1,1,2
187666,1,0,2,1,2,3
187745,1,1,2,2,1,1
187897,1,0,2,1,1,2
187903,1,0,2,1,1,1
187912,1,1,2,1,1,1
187958,1,0,2,1,2,3
187967,1,1,2,1,1,2
187976,1,0,2,1,2,3
187985,1,1,2,1,1,1
187994,1,0,2,1,2,3
188003,1,0,2,1,2,3
188021,1,0,2,1,2,3
188030,1,1,2,1,1,1
188049,1,0,2,1,2,3
188058,1,0,2,1,2,3
188100,1,1,2,1,2,3
188137,1,0,2,1,2,3
188182,3,0,2,2,1,1
188207,3,0,2,2,2,3
188216,1,0,2,2,1,1
188225,1,0,2,1,2,3
188261,1,0,2,1,1,3
188289,2,0,2,-2,2,3
188304,1,0,2,1,1,1
188340,3,0,2,2,1,2
188429,3,1,2,2,1,2
188438,1,0,2,1,1,2
188517,2,0,2,2,2,3
188526,3,1,2,2,1,2
188535,3,0,2,2,2,3
188580,3,0,2,2,2,3
188641,3,1,2,1,1,2
188650,2,0,2,-2,2,3
188669,3,0,2,2,1,3
188678,3,0,2,2,1,3
188687,3,0,2,2,2,3
188696,2,0,2,2,1,3
188854,3,0,2,2,1,2
188890,2,0,2,-2,2,3
188915,3,0,2,-2,2,3
188942,3,0,2,2,2,3
189015,3,0,2,2,2,3
189088,3,1,2,2,1,1
189097,3,1,2,2,1,1
189219,2,0,2,-2,2,3
189228,2,1,2,2,2,3
189255,2,0,2,-2,2,3
189273,3,0,2,2,2,1
189282,3,0,2,2,2,3
189404,2,0,2,-2,2,3
189413,3,0,2,2,2,3
189468,2,0,2,-2,2,3
189477,2,0,2,-2,2,3
189501,3,1,2,2,1,3
189547,1,1,2,1,1,1
189565,2,0,2,2,2,3
189583,2,0,2,2,2,3
189592,2,0,2,2,2,3
189705,4,1,2,2,1,2
189714,2,0,2,-2,2,3
189811,2,0,2,2,2,3
189839,1,1,2,1,2,3
189848,3,1,2,2,1,1
189857,3,0,2,2,1,1
189981,4,0,2,2,1,1
189990,2,0,2,-2,2,3
190008,3,0,2,2,2,3
190035,1,-2,-2,-2,-2,-2
190044,3,1,2,2,1,1
190053,1,1,2,1,2,3
190071,3,0,2,2,2,3
190080,3,0,2,2,2,3
190099,3,1,2,2,1,1
190114,3,1,2,2,2,3
190150,3,1,2,2,1,2
190169,1,0,2,1,2,3
190239,2,0,2,-2,2,3
190248,4,1,2,2,1,2
190318,2,0,2,-2,2,3
190372,3,1,2,2,1,3
190415,3,1,2,1,1,1
190424,3,0,2,2,1,3
190442,1,1,2,1,1,1
190451,3,0,2,2,1,3
190503,3,1,2,2,1,2
190512,1,1,2,1,1,3
190521,1,1,2,1,2,3
190530,1,1,2,1,2,3
190549,1,1,2,1,2,3
190558,1,1,2,1,1,2
190567,1,1,2,1,1,3
190576,1,0,2,1,1,3
190585,1,0,2,1,2,3
190594,1,1,2,1,1,3
190600,1,1,2,1,1,3
190619,1,1,2,1,2,3
190628,1,1,2,1,2,3
190637,1,1,2,1,1,3
190646,1,1,2,1,2,3
190655,1,1,2,1,2,3
190664,1,1,2,1,1,2
190673,1,1,2,1,2,3
190682,1,0,2,1,2,3
190691,1,1,2,1,2,3
190707,3,0,2,-2,2,3
190716,3,1,2,2,1,1
190725,3,1,2,2,1,1
190752,3,0,2,2,1,1
190761,3,1,2,2,1,2
190840,1,0,2,1,1,2
190956,3,0,2,2,2,3
190974,2,0,2,2,2,3
190983,3,1,2,2,1,2
191083,1,1,2,1,2,3
191126,1,1,2,1,1,2
191199,1,0,2,1,1,1
191205,2,0,2,2,1,2
191241,4,1,2,2,1,2
191287,2,0,2,-2,2,3
191302,1,0,2,2,1,3
191311,3,0,2,-2,2,3
191320,4,0,2,2,1,1
191339,1,1,2,1,1,2
191515,3,1,2,2,1,1
191533,3,1,2,2,1,2
191597,3,0,2,2,2,3
191612,1,0,2,1,1,1
191621,4,1,2,2,1,2
191630,3,1,2,2,1,2
191649,3,1,2,2,1,2
191676,4,1,2,2,1,1
191719,1,1,2,1,2,3
191728,2,0,2,-2,2,3
191931,4,1,2,2,1,2
191940,3,0,2,-2,2,3
191959,2,0,2,2,2,3
191968,3,1,2,2,1,2
191986,1,1,2,1,1,1
192004,2,0,2,2,2,3
192022,1,0,2,1,1,2
192040,4,1,2,2,1,3
192110,3,0,2,2,1,2
192165,4,0,2,2,1,1
192192,3,1,2,2,1,1
192271,2,1,2,2,1,3
192323,4,1,2,2,1,1
192448,3,1,2,2,1,1
192484,2,0,2,-2,2,3
192509,2,0,2,2,2,3
192624,3,0,2,2,1,1
192688,2,0,2,2,2,3
192703,4,1,2,2,1,2
192712,3,1,2,2,1,2
192749,3,1,2,2,1,1
192785,4,0,2,2,2,3
192800,3,0,2,2,2,3
192819,3,1,2,2,1,2
192864,3,1,2,2,1,2
192925,3,1,2,2,1,2
192961,3,0,2,2,2,3
192970,3,0,2,2,2,3
193016,3,1,2,2,1,1
193052,4,0,2,2,1,1
193061,3,0,2,2,1,1
193070,4,1,2,2,1,1
193122,1,0,2,-2,2,3
193186,2,0,2,-2,2,3
193201,2,0,2,2,2,3
193247,4,0,2,2,1,1
193265,2,0,2,-2,2,3
193283,1,0,2,1,1,1
193292,4,1,2,2,1,2
193308,2,1,2,2,1,1
193326,1,0,2,1,1,2
193353,4,1,2,2,1,2
193380,3,0,2,2,2,3
193399,4,1,2,2,1,2
193405,3,1,2,2,1,3
193478,1,1,2,1,2,3
193584,3,1,2,2,1,2
193609,3,0,2,2,2,3
193654,3,1,2,2,1,2
193672,2,0,2,-2,2,3
193751,3,0,2,2,1,2
193821,3,1,2,2,1,3
193830,4,0,2,2,1,3
193858,2,0,2,-2,2,3
193894,4,0,2,2,2,3
193900,3,1,2,2,1,1
193946,1,1,2,1,1,1
193973,4,1,2,2,1,2
193991,2,0,2,-2,2,3
194028,1,0,2,1,1,1
194073,3,0,2,2,1,3
194091,3,1,2,2,1,2
194116,3,1,2,2,1,3
194161,4,1,2,2,1,1
194189,3,0,2,2,1,1
194222,1,1,2,1,1,1
194240,1,0,2,1,2,3
194259,1,0,2,-2,2,3
194310,3,1,2,2,1,2
194392,3,1,2,2,1,1
194435,2,0,2,-2,2,3
194499,2,0,2,2,2,3
194569,4,0,2,2,1,3
194578,3,1,2,2,1,2
194657,3,0,2,2,1,1
194666,4,1,2,2,1,1
194693,3,0,2,2,1,1
194718,3,0,2,2,2,3
194736,3,0,2,2,1,1
194763,4,1,2,2,1,1
194824,3,1,2,2,1,1
194958,4,1,2,2,1,1
195003,3,1,2,2,1,2
195030,3,1,2,2,1,2
195049,3,0,2,2,1,3
195058,1,1,2,1,2,3
195067,2,0,2,-2,2,3
195128,3,1,2,2,1,2
195155,4,0,2,2,2,3
195164,4,1,2,2,1,1
195173,3,1,2,2,1,2
195191,4,0,2,2,1,2
195216,3,1,2,2,1,2
195234,3,1,2,2,1,2
195243,3,1,2,2,1,1
195289,3,0,2,2,2,3
195304,3,1,2,2,1,1
195322,1,0,2,1,2,3
195438,4,0,2,2,1,1
195474,4,1,2,2,1,2
195526,3,1,2,2,1,1
195544,3,1,2,2,2,3
195580,4,0,2,2,1,1
195702,4,0,2,1,2,3
195720,4,1,2,2,1,2
195784,2,0,2,2,2,3
195809,4,1,2,2,1,1
195827,1,-2,-2,-2,-2,-2
195988,1,0,2,1,1,1
196006,1,1,2,1,1,1
196015,1,1,2,1,1,1
196024,1,1,2,1,1,2
196033,1,1,2,1,1,2
196042,1,1,2,1,1,2
196051,1,0,2,1,1,1
196060,1,1,2,1,1,2
196079,1,1,2,1,1,2
196088,1,1,2,1,1,1
196097,1,1,2,1,1,2
196103,1,1,2,1,1,2
196112,1,1,2,1,1,2
196121,1,1,2,1,1,2
196130,1,1,2,1,1,2
196149,1,1,2,1,1,2
196158,1,1,2,1,1,1
196167,1,1,2,1,1,2
196176,1,1,2,1,1,1
196185,1,1,2,1,1,1
196194,1,1,2,1,1,1
196200,1,1,2,1,1,1
196219,1,1,2,1,1,2
196228,1,1,2,1,2,3
196237,1,1,2,1,1,1
196246,1,1,2,1,1,1
196255,1,0,2,1,1,3
196264,1,1,2,1,2,3
196291,1,1,2,1,1,2
196307,1,0,2,1,1,3
196389,2,0,2,2,2,3
196413,3,1,2,2,1,1
196431,3,0,2,2,1,1
196440,3,0,2,2,1,1
196468,3,0,2,2,1,3
196565,1,1,2,1,1,1
196583,3,0,2,2,2,1
196592,3,1,2,2,1,2
196653,4,0,2,2,2,3
196680,3,0,1,2,2,3
196699,1,0,2,1,2,3
196866,3,1,2,2,1,1
196884,3,0,2,2,1,1
197018,4,1,2,2,1,1
197027,1,1,2,2,1,1
197036,1,1,2,2,1,1
197045,3,1,2,2,1,2
197133,3,1,2,2,1,2
197142,4,0,2,2,2,3
197151,2,1,2,2,1,3
197197,4,1,2,2,1,1
197221,3,1,2,2,1,1
197230,3,1,2,2,1,1
197285,2,0,2,2,2,3
197294,1,1,2,1,2,3
197337,2,0,2,-2,2,3
197531,4,0,2,2,1,1
197601,3,0,2,2,1,2
197647,3,0,2,2,1,1
197674,3,0,2,2,1,1
197692,4,1,2,2,1,1
197708,3,1,2,2,1,2
197735,3,0,2,2,1,1
197744,3,0,2,2,1,1
197814,1,1,2,1,2,3
197850,1,1,2,1,2,3
197869,1,1,2,1,1,2
197887,1,0,2,1,2,3
197911,4,1,2,2,1,1
197966,1,1,2,1,2,3
197984,4,1,2,2,1,1
197993,4,1,2,2,1,1
198011,1,0,2,1,2,3
198039,1,1,2,1,2,3
198066,4,1,2,2,1,2
198084,1,0,2,1,2,3
198109,3,0,2,2,2,3
198118,1,0,2,1,2,3
198136,4,1,2,2,1,2
198154,1,0,2,1,2,3
198190,2,0,2,-2,2,3
198206,1,0,2,1,2,3
198215,3,1,2,2,1,1
198233,1,0,2,1,2,3
198251,1,0,2,1,2,3
198260,1,1,2,1,2,3
198303,4,1,2,2,1,1
198321,1,0,2,1,2,3
198330,1,0,2,1,2,3
198367,1,1,2,1,2,3
198376,1,1,2,1,2,3
198385,4,1,2,2,1,1
198419,4,1,2,2,1,2
198455,1,0,2,1,2,3
198464,1,1,2,1,1,2
198491,1,0,2,1,2,3
198507,1,1,2,1,1,2
198516,3,1,2,2,1,2
198534,1,0,2,1,2,3
198543,1,1,2,1,1,2
198552,1,1,2,1,2,3
198561,4,1,2,2,1,1
198570,1,1,2,1,2,3
198598,4,1,2,2,1,1
198613,4,1,2,2,1,2
198622,1,0,2,1,2,3
198640,1,0,2,1,2,3
198668,1,0,2,1,2,3
198677,4,0,1,2,2,3
198695,4,1,2,2,1,1
198710,1,0,2,1,2,3
198729,1,0,2,1,2,3
198756,3,1,2,2,1,1
198774,1,0,2,1,2,3
198808,4,1,2,2,1,2
198817,1,0,2,1,2,3
198835,4,1,2,2,1,2
198844,2,0,2,-2,2,3
198862,4,0,2,2,1,1
198871,4,0,2,2,1,1
198899,3,1,2,2,1,1
198905,1,0,2,1,2,3
198914,1,0,2,1,2,3
198923,1,0,2,1,2,3
198950,3,1,2,2,1,2
198969,4,1,2,2,1,1
198978,2,0,2,-2,2,3
198987,1,0,2,1,2,3
199005,2,0,2,-2,2,3
199023,1,0,2,1,2,3
199032,4,1,2,2,1,1
199069,4,0,2,2,1,1
199078,2,0,2,-2,2,3
199087,1,0,2,1,2,3
199102,1,1,2,1,1,1
199111,1,1,2,1,1,1
199120,1,1,2,1,1,1
199139,1,1,2,1,1,2
199148,1,1,2,1,1,2
199157,1,1,2,1,1,1
199175,1,-2,-2,-2,-2,-2
199184,1,0,2,1,1,2
199193,1,1,2,1,1,2
199209,4,1,2,2,1,2
199218,1,1,2,1,1,2
199263,1,0,2,1,2,3
199272,4,1,2,2,1,1
199281,1,1,2,1,1,2
199306,4,1,2,2,1,1
199324,1,0,2,1,2,3
199333,1,1,2,1,2,3
199412,4,1,2,2,1,2
199421,1,0,2,1,2,3
199449,1,0,2,1,2,3
199458,4,0,2,2,1,1
199467,1,0,2,1,2,3
199476,1,0,2,1,2,3
199485,1,0,2,1,2,3
199494,1,0,2,1,2,3
199582,4,1,2,2,1,1
199607,4,1,2,2,1,1
199625,1,0,2,1,2,3
199634,1,0,2,1,2,3
199643,4,1,2,2,1,1
199689,2,0,2,-2,2,3
199698,4,1,2,2,1,1
199722,1,0,2,1,2,3
199731,1,0,2,1,2,3
199740,1,1,2,1,2,3
199759,4,1,2,2,1,2
199768,1,0,2,1,2,3
199786,1,0,2,1,2,3
199795,1,0,2,1,2,3
199838,1,0,2,1,2,3
199847,3,1,2,2,1,1
199856,1,0,2,1,2,3
199865,3,1,2,2,1,2
199883,3,0,2,2,2,3
199892,1,0,2,1,2,3
199908,1,0,2,1,2,3
199926,1,0,2,1,2,3
199953,1,0,2,1,2,3
199962,3,1,2,2,1,2
199971,4,0,2,2,1,1
199980,2,0,2,-2,2,3
199999,1,1,2,1,1,2
200004,1,1,2,1,1,2
200013,2,0,2,2,2,3
200022,1,1,2,1,1,2
200059,1,1,2,1,1,2
200086,1,0,2,2,1,2
200110,2,0,2,-2,2,3
200156,4,1,2,2,1,1
200192,1,0,2,2,1,1
200208,1,0,2,2,2,3
200217,4,1,2,2,1,2
200226,1,1,2,1,1,2
200253,1,1,2,2,1,2
200280,1,1,2,1,1,2
200305,1,0,2,1,1,1
200314,1,0,2,1,1,1
200332,1,1,2,1,1,1
200341,1,0,2,2,1,1
200466,1,0,2,2,1,2
200484,4,1,2,2,1,1
200527,3,0,2,2,2,3
200554,3,0,2,2,1,1
200572,1,1,2,1,1,1
200590,2,0,2,2,2,3
200697,1,0,2,2,2,3
200785,3,0,2,2,2,3
200800,1,1,2,1,1,2
200846,1,0,2,1,2,3
200873,4,0,2,2,1,1
201034,1,0,2,-2,2,3
201061,3,1,2,2,1,3
201098,1,0,2,-2,2,3
201104,4,1,2,2,1,1
201131,1,0,2,-2,2,3
201140,4,0,2,2,1,1
201159,1,0,2,-2,2,3
201177,3,0,2,2,2,3
201195,3,1,2,2,1,1
201283,1,0,2,1,2,3
201371,4,1,2,2,1,1
201432,1,0,2,1,2,3
201441,1,1,2,1,1,1
201469,2,0,2,2,2,3
201478,1,0,2,-2,2,3
201496,1,0,2,-2,2,3
201539,1,0,2,-2,2,3
201548,4,1,2,2,1,2
201645,3,1,2,2,1,2
201654,4,1,2,2,1,2
201672,1,0,2,1,2,3
201681,3,0,2,-2,2,3
201690,1,1,2,1,1,2
201751,4,0,2,2,2,3
201803,1,0,2,2,2,3
201821,3,0,2,2,2,3
201867,3,0,2,2,2,3
201885,1,1,2,1,1,2
201928,1,0,2,1,2,3
201946,1,1,2,1,2,3
201955,1,1,2,1,1,2
201964,4,0,2,2,1,1
201973,1,0,2,1,2,3
201982,2,-1,-1,-1,-1,-1
202046,3,1,2,2,1,2
202073,3,1,2,2,1,2
202134,1,1,2,1,1,1
202152,1,0,2,-2,2,3
202170,3,1,2,2,1,2
202222,1,1,2,1,2,3
202356,1,0,2,1,2,3
202435,2,0,2,2,2,3
202453,2,0,2,-2,2,3
202480,4,1,2,2,1,2
202514,4,1,2,2,1,1
202523,3,1,2,2,1,2
202648,1,1,2,1,2,3
202657,1,0,2,-2,2,3
202763,4,1,2,2,1,2
202806,3,1,2,2,2,3
202888,2,0,2,-2,2,3
202903,4,1,2,2,1,1
202912,4,0,2,2,2,3
202949,1,0,2,-2,2,3
202985,1,0,2,-2,2,3
203030,1,0,2,-2,2,3
203067,4,1,2,2,2,3
203085,4,1,2,2,1,2
203128,3,1,2,2,1,2
203146,3,0,2,-2,2,3
203155,1,1,2,1,1,1
203234,2,0,2,-2,2,3
203289,2,0,2,2,2,3
203331,1,0,2,1,2,3
203368,4,1,2,2,1,2
203386,2,0,2,2,2,3
203438,2,0,2,-2,2,3
203447,1,0,2,1,2,3
203456,1,1,2,1,2,3
203465,1,0,2,1,2,3
203474,1,1,2,1,2,3
203483,1,1,2,1,2,3
203492,1,0,2,1,2,3
203517,1,1,2,1,1,2
203526,1,0,2,1,2,3
203535,3,1,2,2,1,1
203544,4,0,2,2,1,3
203580,3,1,2,2,1,1
203599,1,0,2,1,2,3
203614,1,0,2,-2,2,3
203678,1,0,2,1,2,3
203720,2,0,2,2,2,3
203739,2,0,2,2,2,3
203748,1,1,2,1,2,3
203757,4,1,2,2,1,1
203775,4,1,2,2,1,2
203845,3,1,2,2,1,1
203881,1,0,2,1,2,3
203942,1,0,2,-2,2,3
203960,4,0,2,2,2,3
203997,4,0,2,2,1,3
204006,1,1,2,1,2,3
204015,1,1,2,1,2,3
204024,1,1,2,1,1,2
204121,2,0,2,-2,2,3
204158,1,0,2,-2,2,3
204176,4,0,2,2,1,3
204185,3,1,2,2,1,1
204194,4,1,2,2,1,1
204200,4,1,2,2,1,1
204255,1,1,2,1,2,3
204264,4,1,2,2,1,2
204334,2,0,2,-2,2,3
204422,1,0,2,1,2,3
204431,2,0,2,-2,2,3
204440,1,0,2,1,2,3
204459,1,0,2,-2,2,3
204468,4,1,2,2,1,1
204477,1,0,2,2,2,3
204486,3,0,2,2,1,1
204501,3,1,2,2,1,1
204608,2,0,2,-2,2,3
204617,4,1,2,2,1,2
204635,4,1,2,2,1,2
204662,1,1,2,1,1,2
204671,1,1,2,1,2,3
204680,1,1,2,1,1,2
204699,1,1,2,1,2,3
204705,1,1,2,1,1,2
204714,2,0,2,-2,2,3
204723,2,0,2,-2,2,3
204769,2,0,2,-2,2,3
204778,2,0,2,-2,2,3
204796,1,1,2,1,1,2
204802,1,0,2,1,2,3
204820,1,0,2,1,2,3
204839,1,0,2,1,2,3
204848,1,0,2,1,2,3
204857,1,1,2,1,1,1
204866,1,0,2,1,2,3
204884,2,0,2,2,2,3
204893,4,0,2,1,2,3
204909,4,1,2,2,1,2
204936,4,1,2,2,1,1
204945,1,0,2,1,2,3
204963,2,0,2,-2,2,3
204981,1,0,2,-2,2,3
204990,4,0,2,2,1,3
205027,4,0,2,2,1,1
205054,2,0,2,2,2,3
205090,3,0,2,2,2,3
205124,4,0,2,2,1,1
205142,2,0,2,-2,2,3
205179,2,0,2,2,2,3
205203,3,1,2,2,1,1
205391,2,0,2,2,2,3
205443,1,1,2,1,1,1
205470,1,0,2,1,2,3
205559,2,0,2,2,2,3
205841,1,0,2,1,2,3
205887,2,0,2,2,2,3
205957,4,1,2,2,1,2
205966,1,0,2,1,2,3
206011,1,0,2,1,2,2
206039,2,0,2,-2,2,3
206048,3,1,2,2,1,1
206084,1,1,2,1,1,1
206154,4,0,2,2,2,3
206172,1,0,2,-2,2,3
206181,1,0,2,-2,2,3
206279,3,0,2,2,2,3
206288,4,1,2,2,2,3
206321,1,0,2,-2,2,3
206349,4,0,2,2,1,1
206394,2,0,2,2,2,3
206437,4,1,2,2,1,1
206446,1,0,2,1,2,3
206491,4,1,2,2,1,2
206507,4,1,2,2,1,2
206516,4,0,2,2,2,3
206525,4,1,2,2,1,2
206589,3,1,2,2,1,2
206604,1,1,2,1,1,2
206613,1,1,2,1,1,3
206622,4,1,2,2,1,2
206695,1,1,2,1,1,2
206817,4,0,2,2,1,2
206835,4,0,2,2,1,2
206862,4,1,2,2,1,2
206905,1,0,2,-2,2,3
206914,1,0,2,1,1,2
206923,1,0,2,1,1,2
206932,2,0,2,-2,2,3
206941,1,1,2,1,1,1
206996,1,0,2,1,1,2
207041,1,1,2,1,1,1
207050,1,1,2,1,1,1
207069,1,0,2,1,1,3
207087,2,0,2,-2,2,3
207102,2,0,2,-2,2,3
207157,4,0,2,2,1,2
207209,1,1,2,1,1,1
207236,1,0,2,1,1,1
207254,2,0,2,2,1,3
207263,1,1,2,1,1,2
207272,2,0,2,-2,2,3
207281,1,1,2,1,1,2
207290,1,0,2,1,1,1
207306,1,1,2,1,1,1
207315,1,0,2,1,2,3
207324,4,1,2,2,1,2
207342,1,1,2,1,1,3
207351,1,1,2,1,1,1
207388,1,1,2,1,1,2
207397,1,0,2,1,2,3
207403,4,1,2,2,1,1
207449,1,1,2,1,2,3
207458,4,1,2,2,1,1
207500,1,1,2,1,1,2
207564,1,0,2,1,1,1
207582,4,1,2,2,1,1
207661,1,1,2,1,1,2
207670,1,0,2,1,1,3
207704,2,0,2,-2,2,3
207722,1,1,2,1,1,2
207740,1,1,2,1,1,1
207786,2,0,2,-2,2,3
207847,1,1,2,1,1,2
207856,4,0,2,2,1,1
207865,1,1,2,1,1,1
207935,1,1,2,1,2,3
207962,2,0,2,-2,2,3
207971,4,1,2,2,1,2
208035,1,0,2,1,1,1
208044,2,0,2,-2,2,3
208053,1,0,2,-2,2,3
208275,1,0,2,1,2,3
208318,1,1,2,1,1,1
208390,1,1,2,1,2,3
208406,1,1,2,1,2,3
208415,1,0,2,1,2,3
